Full Name,Sheet Name,Form Name,Gen,SubLegendary,Legendary,Mythical,Species,Type 1,Type 2,Height (m),Weight (kg),Ability 1,Ability 2,Hidden Ability,BST,HP,ATK,DEF,SP. ATK,SP. DEF,SPD,catchRate,baseFriendship,baseExp,growthRate,MALE%,Clean Name,Starter,hasVariants,dex #,starterCost,starterDex
FEEBAS,FEEBAS,,3,FALSE,FALSE,FALSE,Fish Pokémon,WATER,,0.6,7.4,SWIFT_SWIM,OBLIVIOUS,ADAPTABILITY,200,20,15,20,10,55,80,255,50,40,ERRATIC,50,Feebas,FEEBAS,TRUE,349,4,349
MILOTIC,MILOTIC,,3,FALSE,FALSE,FALSE,Tender Pokémon,WATER,,6.2,162,MARVEL_SCALE,COMPETITIVE,CUTE_CHARM,540,95,60,79,100,125,81,60,50,189,ERRATIC,50,Milotic,FEEBAS,TRUE,350,,349
CASTFORM,CASTFORM,,3,FALSE,FALSE,FALSE,Weather Pokémon,NORMAL,,0.3,0.8,FORECAST,NONE,NONE,420,70,70,70,70,70,70,45,70,147,MEDIUM_FAST,50,Castform,CASTFORM,TRUE,351,1,351
CASTFORM (Normal Form),CASTFORM,Normal Form,,,,,,NORMAL,,0.3,0.8,FORECAST,NONE,NONE,420,70,70,70,70,70,70,45,70,147,,,Castform,CASTFORM,TRUE,351,1,351
CASTFORM (Sunny Form),CASTFORM,Sunny Form,,,,,,FIRE,,0.3,0.8,FORECAST,NONE,NONE,420,70,70,70,70,70,70,45,70,147,,,Castform,CASTFORM,TRUE,351,1,351
CASTFORM (Rainy Form),CASTFORM,Rainy Form,,,,,,WATER,,0.3,0.8,FORECAST,NONE,NONE,420,70,70,70,70,70,70,45,70,147,,,Castform,CASTFORM,TRUE,351,1,351
CASTFORM (Snowy Form),CASTFORM,Snowy Form,,,,,,ICE,,0.3,0.8,FORECAST,NONE,NONE,420,70,70,70,70,70,70,45,70,147,,,Castform,CASTFORM,TRUE,351,1,351
KECLEON,KECLEON,,3,FALSE,FALSE,FALSE,Color Swap Pokémon,NORMAL,,1,22,COLOR_CHANGE,NONE,PROTEAN,440,60,90,70,60,120,40,200,70,154,MEDIUM_SLOW,50,Kecleon,KECLEON,TRUE,352,2,352
SHUPPET,SHUPPET,,3,FALSE,FALSE,FALSE,Puppet Pokémon,GHOST,,0.6,2.3,INSOMNIA,FRISK,CURSED_BODY,295,44,75,35,63,33,45,225,35,59,FAST,50,Shuppet,SHUPPET,TRUE,353,2,353
BANETTE,BANETTE,,3,FALSE,FALSE,FALSE,Marionette Pokémon,GHOST,,1.1,12.5,INSOMNIA,FRISK,CURSED_BODY,455,64,115,65,83,63,65,45,35,159,FAST,50,Banette,SHUPPET,TRUE,354,,353
BANETTE (Normal),BANETTE,Normal,,,,,,GHOST,,1.1,12.5,INSOMNIA,FRISK,CURSED_BODY,455,64,115,65,83,63,65,45,35,159,,,Banette,SHUPPET,TRUE,354,,353
BANETTE (Mega),BANETTE,Mega,,,,,,GHOST,,1.2,13,PRANKSTER,PRANKSTER,PRANKSTER,555,64,165,75,93,83,75,45,35,159,,,Banette,SHUPPET,TRUE,354,,353
DUSKULL,DUSKULL,,3,FALSE,FALSE,FALSE,Requiem Pokémon,GHOST,,0.8,15,LEVITATE,NONE,FRISK,295,20,40,90,30,90,25,190,35,59,FAST,50,Duskull,DUSKULL,FALSE,355,3,355
DUSCLOPS,DUSCLOPS,,3,FALSE,FALSE,FALSE,Beckon Pokémon,GHOST,,1.6,30.6,PRESSURE,NONE,FRISK,455,40,70,130,60,130,25,90,35,159,FAST,50,Dusclops,DUSKULL,FALSE,356,,355
TROPIUS,TROPIUS,,3,FALSE,FALSE,FALSE,Fruit Pokémon,GRASS,FLYING,2,100,CHLOROPHYLL,SOLAR_POWER,HARVEST,460,99,68,83,72,87,51,200,70,161,SLOW,50,Tropius,TROPIUS,TRUE,357,3,357
CHIMECHO,CHIMECHO,,3,FALSE,FALSE,FALSE,Wind Chime Pokémon,PSYCHIC,,0.6,1,LEVITATE,NONE,NONE,455,75,50,80,95,90,65,45,70,159,FAST,50,Chimecho,CHINGLING,TRUE,358,,433
ABSOL,ABSOL,,3,FALSE,FALSE,FALSE,Disaster Pokémon,DARK,,1.2,47,PRESSURE,SUPER_LUCK,JUSTIFIED,465,65,130,60,75,60,75,30,35,163,MEDIUM_SLOW,50,Absol,ABSOL,TRUE,359,4,359
ABSOL (Normal),ABSOL,Normal,,,,,,DARK,,1.2,47,PRESSURE,SUPER_LUCK,JUSTIFIED,465,65,130,60,75,60,75,30,35,163,,,Absol,ABSOL,TRUE,359,4,359
ABSOL (Mega),ABSOL,Mega,,,,,,DARK,,1.2,49,MAGIC_BOUNCE,MAGIC_BOUNCE,MAGIC_BOUNCE,565,65,150,60,115,60,115,30,35,163,,,Absol,ABSOL,TRUE,359,4,359
WYNAUT,WYNAUT,,3,FALSE,FALSE,FALSE,Bright Pokémon,PSYCHIC,,0.6,14,SHADOW_TAG,NONE,TELEPATHY,260,95,23,48,23,48,23,125,50,52,MEDIUM_FAST,50,Wynaut,WYNAUT,TRUE,360,2,360
SNORUNT,SNORUNT,,3,FALSE,FALSE,FALSE,Snow Hat Pokémon,ICE,,0.7,16.8,INNER_FOCUS,ICE_BODY,MOODY,300,50,50,50,50,50,50,190,50,60,MEDIUM_FAST,50,Snorunt,SNORUNT,TRUE,361,2,361
GLALIE,GLALIE,,3,FALSE,FALSE,FALSE,Face Pokémon,ICE,,1.5,256.5,INNER_FOCUS,ICE_BODY,MOODY,480,80,80,80,80,80,80,75,50,168,MEDIUM_FAST,50,Glalie,SNORUNT,TRUE,362,,361
GLALIE (Normal),GLALIE,Normal,,,,,,ICE,,1.5,256.5,INNER_FOCUS,ICE_BODY,MOODY,480,80,80,80,80,80,80,75,50,168,,,Glalie,SNORUNT,TRUE,362,,361
GLALIE (Mega),GLALIE,Mega,,,,,,ICE,,2.1,350.2,REFRIGERATE,REFRIGERATE,REFRIGERATE,580,80,120,80,120,80,100,75,50,168,,,Glalie,SNORUNT,TRUE,362,,361
SPHEAL,SPHEAL,,3,FALSE,FALSE,FALSE,Clap Pokémon,ICE,WATER,0.8,39.5,THICK_FAT,ICE_BODY,OBLIVIOUS,290,70,40,50,55,50,25,255,50,58,MEDIUM_SLOW,50,Spheal,SPHEAL,FALSE,363,2,363
SEALEO,SEALEO,,3,FALSE,FALSE,FALSE,Ball Roll Pokémon,ICE,WATER,1.1,87.6,THICK_FAT,ICE_BODY,OBLIVIOUS,410,90,60,70,75,70,45,120,50,144,MEDIUM_SLOW,50,Sealeo,SPHEAL,FALSE,364,,363
WALREIN,WALREIN,,3,FALSE,FALSE,FALSE,Ice Break Pokémon,ICE,WATER,1.4,150.6,THICK_FAT,ICE_BODY,OBLIVIOUS,530,110,80,90,95,90,65,45,50,265,MEDIUM_SLOW,50,Walrein,SPHEAL,FALSE,365,,363
CLAMPERL,CLAMPERL,,3,FALSE,FALSE,FALSE,Bivalve Pokémon,WATER,,0.4,52.5,SHELL_ARMOR,NONE,RATTLED,345,35,64,85,74,55,32,255,70,69,ERRATIC,50,Clamperl,CLAMPERL,TRUE,366,3,366
HUNTAIL,HUNTAIL,,3,FALSE,FALSE,FALSE,Deep Sea Pokémon,WATER,,1.7,27,SWIFT_SWIM,NONE,WATER_VEIL,485,55,104,105,94,75,52,60,70,170,ERRATIC,50,Huntail,CLAMPERL,TRUE,367,,366
GOREBYSS,GOREBYSS,,3,FALSE,FALSE,FALSE,South Sea Pokémon,WATER,,1.8,22.6,SWIFT_SWIM,NONE,HYDRATION,485,55,84,105,114,75,52,60,70,170,ERRATIC,50,Gorebyss,CLAMPERL,TRUE,368,,366
RELICANTH,RELICANTH,,3,FALSE,FALSE,FALSE,Longevity Pokémon,WATER,ROCK,1,23.4,SWIFT_SWIM,ROCK_HEAD,STURDY,485,100,90,130,45,65,55,25,50,170,SLOW,87.5,Relicanth,RELICANTH,TRUE,369,3,369
LUVDISC,LUVDISC,,3,FALSE,FALSE,FALSE,Rendezvous Pokémon,WATER,,0.6,8.7,SWIFT_SWIM,NONE,HYDRATION,330,43,30,55,40,65,97,225,70,116,FAST,25,Luvdisc,LUVDISC,TRUE,370,1,370
BAGON,BAGON,,3,FALSE,FALSE,FALSE,Rock Head Pokémon,DRAGON,,0.6,42.1,ROCK_HEAD,NONE,SHEER_FORCE,300,45,75,60,40,30,50,45,35,60,SLOW,50,Bagon,BAGON,TRUE,371,4,371
SHELGON,SHELGON,,3,FALSE,FALSE,FALSE,Endurance Pokémon,DRAGON,,1.1,110.5,ROCK_HEAD,NONE,OVERCOAT,420,65,95,100,60,50,50,45,35,147,SLOW,50,Shelgon,BAGON,TRUE,372,,371
SALAMENCE,SALAMENCE,,3,FALSE,FALSE,FALSE,Dragon Pokémon,DRAGON,FLYING,1.5,102.6,INTIMIDATE,NONE,MOXIE,600,95,135,80,110,80,100,45,35,300,SLOW,50,Salamence,BAGON,TRUE,373,,371
SALAMENCE (Normal),SALAMENCE,Normal,,,,,,DRAGON,FLYING,1.5,102.6,INTIMIDATE,NONE,MOXIE,600,95,135,80,110,80,100,45,35,300,,,Salamence,BAGON,TRUE,373,,371
SALAMENCE (Mega),SALAMENCE,Mega,,,,,,DRAGON,FLYING,1.8,112.6,AERILATE,NONE,AERILATE,700,95,145,130,120,90,120,45,35,300,,,Salamence,BAGON,TRUE,373,,371
BELDUM,BELDUM,,3,FALSE,FALSE,FALSE,Iron Ball Pokémon,STEEL,PSYCHIC,0.6,95.2,CLEAR_BODY,NONE,LIGHT_METAL,300,40,55,80,35,60,30,45,35,60,SLOW,null,Beldum,BELDUM,TRUE,374,4,374
METANG,METANG,,3,FALSE,FALSE,FALSE,Iron Claw Pokémon,STEEL,PSYCHIC,1.2,202.5,CLEAR_BODY,NONE,LIGHT_METAL,420,60,75,100,55,80,50,25,35,147,SLOW,null,Metang,BELDUM,TRUE,375,,374
METAGROSS,METAGROSS,,3,FALSE,FALSE,FALSE,Iron Leg Pokémon,STEEL,PSYCHIC,1.6,550,CLEAR_BODY,NONE,LIGHT_METAL,600,80,135,130,95,90,70,10,35,300,SLOW,null,Metagross,BELDUM,TRUE,376,,374
METAGROSS (Normal),METAGROSS,Normal,,,,,,STEEL,PSYCHIC,1.6,550,CLEAR_BODY,NONE,LIGHT_METAL,600,80,135,130,95,90,70,3,35,300,,,Metagross,BELDUM,TRUE,376,,374
METAGROSS (Mega),METAGROSS,Mega,,,,,,STEEL,PSYCHIC,2.5,942.9,TOUGH_CLAWS,NONE,TOUGH_CLAWS,700,80,145,150,105,110,110,3,35,300,,,Metagross,BELDUM,TRUE,376,,374
REGIROCK,REGIROCK,,3,TRUE,FALSE,FALSE,Rock Peak Pokémon,ROCK,,1.7,230,CLEAR_BODY,NONE,STURDY,580,80,100,200,50,100,50,3,35,290,SLOW,null,Regirock,REGIROCK,TRUE,377,6,377
REGICE,REGICE,,3,TRUE,FALSE,FALSE,Iceberg Pokémon,ICE,,1.8,175,CLEAR_BODY,NONE,ICE_BODY,580,80,50,100,100,200,50,3,35,290,SLOW,null,Regice,REGICE,TRUE,378,5,378
REGISTEEL,REGISTEEL,,3,TRUE,FALSE,FALSE,Iron Pokémon,STEEL,,1.9,205,CLEAR_BODY,NONE,LIGHT_METAL,580,80,75,150,75,150,50,3,35,290,SLOW,null,Registeel,REGISTEEL,TRUE,379,6,379
LATIAS,LATIAS,,3,TRUE,FALSE,FALSE,Eon Pokémon,DRAGON,PSYCHIC,1.4,40,LEVITATE,NONE,NONE,600,80,80,90,110,130,110,3,90,300,SLOW,0,Latias,LATIAS,TRUE,380,7,380
LATIAS (Normal),LATIAS,Normal,,,,,,DRAGON,PSYCHIC,1.4,40,LEVITATE,NONE,NONE,600,80,80,90,110,130,110,3,90,300,,,Latias,LATIAS,TRUE,380,7,380
LATIAS (Mega),LATIAS,Mega,,,,,,DRAGON,PSYCHIC,1.8,52,LEVITATE,NONE,NONE,700,80,100,120,140,150,110,3,90,300,,,Latias,LATIAS,TRUE,380,7,380
LATIOS,LATIOS,,3,TRUE,FALSE,FALSE,Eon Pokémon,DRAGON,PSYCHIC,2,60,LEVITATE,NONE,NONE,600,80,90,80,130,110,110,3,90,300,SLOW,100,Latios,LATIOS,TRUE,381,7,381
LATIOS (Normal),LATIOS,Normal,,,,,,DRAGON,PSYCHIC,2,60,LEVITATE,NONE,NONE,600,80,90,80,130,110,110,3,90,300,,,Latios,LATIOS,TRUE,381,7,381
LATIOS (Mega),LATIOS,Mega,,,,,,DRAGON,PSYCHIC,2.3,70,LEVITATE,NONE,NONE,700,80,130,100,160,120,110,3,90,300,,,Latios,LATIOS,TRUE,381,7,381
KYOGRE,KYOGRE,,3,FALSE,TRUE,FALSE,Sea Basin Pokémon,WATER,,4.5,352,DRIZZLE,NONE,NONE,670,100,100,90,150,140,90,3,0,335,SLOW,null,Kyogre,KYOGRE,TRUE,382,9,382
KYOGRE (Normal),KYOGRE,Normal,,,,,,WATER,,4.5,352,DRIZZLE,NONE,NONE,670,100,100,90,150,140,90,3,0,335,,,Kyogre,KYOGRE,TRUE,382,9,382
KYOGRE (Primal),KYOGRE,Primal,,,,,,WATER,,9.8,430,PRIMORDIAL_SEA,NONE,NONE,770,100,150,90,180,160,90,3,0,335,,,Kyogre,KYOGRE,TRUE,382,9,382
GROUDON,GROUDON,,3,FALSE,TRUE,FALSE,Continent Pokémon,GROUND,,3.5,950,DROUGHT,NONE,NONE,670,100,150,140,100,90,90,3,0,335,SLOW,null,Groudon,GROUDON,TRUE,383,9,383
GROUDON (Normal),GROUDON,Normal,,,,,,GROUND,,3.5,950,DROUGHT,NONE,NONE,670,100,150,140,100,90,90,3,0,335,,,Groudon,GROUDON,TRUE,383,9,383
GROUDON (Primal),GROUDON,Primal,,,,,,GROUND,FIRE,5,999.7,DESOLATE_LAND,NONE,NONE,770,100,180,160,150,90,90,3,0,335,,,Groudon,GROUDON,TRUE,383,9,383
RAYQUAZA,RAYQUAZA,,3,FALSE,TRUE,FALSE,Sky High Pokémon,DRAGON,FLYING,7,206.5,AIR_LOCK,NONE,NONE,680,105,150,90,150,90,95,3,0,340,SLOW,null,Rayquaza,RAYQUAZA,TRUE,384,9,384
RAYQUAZA (Normal),RAYQUAZA,Normal,,,,,,DRAGON,FLYING,7,206.5,AIR_LOCK,NONE,NONE,680,105,150,90,150,90,95,3,0,340,,,Rayquaza,RAYQUAZA,TRUE,384,9,384
RAYQUAZA (Mega),RAYQUAZA,Mega,,,,,,DRAGON,FLYING,10.8,392,DELTA_STREAM,NONE,NONE,780,105,180,100,180,100,115,3,0,340,,,Rayquaza,RAYQUAZA,TRUE,384,9,384
JIRACHI,JIRACHI,,3,FALSE,FALSE,TRUE,Wish Pokémon,STEEL,PSYCHIC,0.3,1.1,SERENE_GRACE,NONE,NONE,600,100,100,100,100,100,100,3,100,300,SLOW,null,Jirachi,JIRACHI,TRUE,385,6,385
DEOXYS,DEOXYS,,3,FALSE,FALSE,TRUE,DNA Pokémon,PSYCHIC,,1.7,60.8,PRESSURE,NONE,NONE,600,50,150,50,150,50,150,3,0,300,SLOW,null,Deoxys,DEOXYS,TRUE,386,6,386
DEOXYS (Normal Forme),DEOXYS,Normal Forme,,,,,,PSYCHIC,,1.7,60.8,PRESSURE,NONE,NONE,600,50,150,50,150,50,150,3,0,300,,,Deoxys,DEOXYS,TRUE,386,6,386
DEOXYS (Attack Forme),DEOXYS,Attack Forme,,,,,,PSYCHIC,,1.7,60.8,PRESSURE,NONE,NONE,600,50,180,20,180,20,150,3,0,300,,,Deoxys,DEOXYS,TRUE,386,6,386
DEOXYS (Defense Forme),DEOXYS,Defense Forme,,,,,,PSYCHIC,,1.7,60.8,PRESSURE,NONE,NONE,600,50,70,160,70,160,90,3,0,300,,,Deoxys,DEOXYS,TRUE,386,6,386
DEOXYS (Speed Forme),DEOXYS,Speed Forme,,,,,,PSYCHIC,,1.7,60.8,PRESSURE,NONE,NONE,600,50,95,90,95,90,180,3,0,300,,,Deoxys,DEOXYS,TRUE,386,6,386
TURTWIG,TURTWIG,,4,FALSE,FALSE,FALSE,Tiny Leaf Pokémon,GRASS,,0.4,10.2,OVERGROW,NONE,SHELL_ARMOR,318,55,68,64,45,55,31,45,70,64,MEDIUM_SLOW,87.5,Turtwig,TURTWIG,TRUE,387,3,387
GROTLE,GROTLE,,4,FALSE,FALSE,FALSE,Grove Pokémon,GRASS,,1.1,97,OVERGROW,NONE,SHELL_ARMOR,405,75,89,85,55,65,36,45,70,142,MEDIUM_SLOW,87.5,Grotle,TURTWIG,TRUE,388,,387
TORTERRA,TORTERRA,,4,FALSE,FALSE,FALSE,Continent Pokémon,GRASS,GROUND,2.2,310,OVERGROW,NONE,SHELL_ARMOR,525,95,109,105,75,85,56,45,70,263,MEDIUM_SLOW,87.5,Torterra,TURTWIG,TRUE,389,,387
CHIMCHAR,CHIMCHAR,,4,FALSE,FALSE,FALSE,Chimp Pokémon,FIRE,,0.5,6.2,BLAZE,NONE,IRON_FIST,309,44,58,44,58,44,61,45,70,62,MEDIUM_SLOW,87.5,Chimchar,CHIMCHAR,TRUE,390,3,390
MONFERNO,MONFERNO,,4,FALSE,FALSE,FALSE,Playful Pokémon,FIRE,FIGHTING,0.9,22,BLAZE,NONE,IRON_FIST,405,64,78,52,78,52,81,45,70,142,MEDIUM_SLOW,87.5,Monferno,CHIMCHAR,TRUE,391,,390
INFERNAPE,INFERNAPE,,4,FALSE,FALSE,FALSE,Flame Pokémon,FIRE,FIGHTING,1.2,55,BLAZE,NONE,IRON_FIST,534,76,104,71,104,71,108,45,70,267,MEDIUM_SLOW,87.5,Infernape,CHIMCHAR,TRUE,392,,390
PIPLUP,PIPLUP,,4,FALSE,FALSE,FALSE,Penguin Pokémon,WATER,,0.4,5.2,TORRENT,NONE,COMPETITIVE,314,53,51,53,61,56,40,45,70,63,MEDIUM_SLOW,87.5,Piplup,PIPLUP,TRUE,393,3,393
PRINPLUP,PRINPLUP,,4,FALSE,FALSE,FALSE,Penguin Pokémon,WATER,,0.8,23,TORRENT,NONE,COMPETITIVE,405,64,66,68,81,76,50,45,70,142,MEDIUM_SLOW,87.5,Prinplup,PIPLUP,TRUE,394,,393
EMPOLEON,EMPOLEON,,4,FALSE,FALSE,FALSE,Emperor Pokémon,WATER,STEEL,1.7,84.5,TORRENT,NONE,COMPETITIVE,530,84,86,88,111,101,60,45,70,265,MEDIUM_SLOW,87.5,Empoleon,PIPLUP,TRUE,395,,393
STARLY,STARLY,,4,FALSE,FALSE,FALSE,Starling Pokémon,NORMAL,FLYING,0.3,2,KEEN_EYE,NONE,RECKLESS,245,40,55,30,30,30,60,255,70,49,MEDIUM_SLOW,50,Starly,STARLY,TRUE,396,3,396
STARAVIA,STARAVIA,,4,FALSE,FALSE,FALSE,Starling Pokémon,NORMAL,FLYING,0.6,15.5,INTIMIDATE,NONE,RECKLESS,340,55,75,50,40,40,80,120,70,119,MEDIUM_SLOW,50,Staravia,STARLY,TRUE,397,,396
STARAPTOR,STARAPTOR,,4,FALSE,FALSE,FALSE,Predator Pokémon,NORMAL,FLYING,1.2,24.9,INTIMIDATE,NONE,RECKLESS,485,85,120,70,50,60,100,45,70,243,MEDIUM_SLOW,50,Staraptor,STARLY,TRUE,398,,396
BIDOOF,BIDOOF,,4,FALSE,FALSE,FALSE,Plump Mouse Pokémon,NORMAL,,0.5,20,SIMPLE,UNAWARE,MOODY,250,59,45,40,35,40,31,255,70,50,MEDIUM_FAST,50,Bidoof,BIDOOF,TRUE,399,2,399
BIBAREL,BIBAREL,,4,FALSE,FALSE,FALSE,Beaver Pokémon,NORMAL,WATER,1,31.5,SIMPLE,UNAWARE,MOODY,410,79,85,60,55,60,71,127,70,144,MEDIUM_FAST,50,Bibarel,BIDOOF,TRUE,400,,399
KRICKETOT,KRICKETOT,,4,FALSE,FALSE,FALSE,Cricket Pokémon,BUG,,0.3,2.2,SHED_SKIN,NONE,RUN_AWAY,194,37,25,41,25,41,25,255,70,39,MEDIUM_SLOW,50,Kricketot,KRICKETOT,TRUE,401,1,401
KRICKETUNE,KRICKETUNE,,4,FALSE,FALSE,FALSE,Cricket Pokémon,BUG,,1,25.5,SWARM,NONE,TECHNICIAN,384,77,85,51,55,51,65,45,70,134,MEDIUM_SLOW,50,Kricketune,KRICKETOT,TRUE,402,,401
SHINX,SHINX,,4,FALSE,FALSE,FALSE,Flash Pokémon,ELECTRIC,,0.5,9.5,RIVALRY,INTIMIDATE,GUTS,263,45,65,34,40,34,45,235,50,53,MEDIUM_SLOW,50,Shinx,SHINX,TRUE,403,2,403
LUXIO,LUXIO,,4,FALSE,FALSE,FALSE,Spark Pokémon,ELECTRIC,,0.9,30.5,RIVALRY,INTIMIDATE,GUTS,363,60,85,49,60,49,60,120,100,127,MEDIUM_SLOW,50,Luxio,SHINX,TRUE,404,,403
LUXRAY,LUXRAY,,4,FALSE,FALSE,FALSE,Gleam Eyes Pokémon,ELECTRIC,,1.4,42,RIVALRY,INTIMIDATE,GUTS,523,80,120,79,95,79,70,45,50,262,MEDIUM_SLOW,50,Luxray,SHINX,TRUE,405,,403
BUDEW,BUDEW,,4,FALSE,FALSE,FALSE,Bud Pokémon,GRASS,POISON,0.2,1.2,NATURAL_CURE,POISON_POINT,LEAF_GUARD,280,40,30,35,50,70,55,255,50,56,MEDIUM_SLOW,50,Budew,BUDEW,TRUE,406,3,406
ROSERADE,ROSERADE,,4,FALSE,FALSE,FALSE,Bouquet Pokémon,GRASS,POISON,0.9,14.5,NATURAL_CURE,POISON_POINT,TECHNICIAN,515,60,70,65,125,105,90,75,50,258,MEDIUM_SLOW,50,Roserade,BUDEW,TRUE,407,,406
CRANIDOS,CRANIDOS,,4,FALSE,FALSE,FALSE,Head Butt Pokémon,ROCK,,0.9,31.5,MOLD_BREAKER,NONE,SHEER_FORCE,350,67,125,40,30,30,58,45,70,70,ERRATIC,87.5,Cranidos,CRANIDOS,FALSE,408,2,408
RAMPARDOS,RAMPARDOS,,4,FALSE,FALSE,FALSE,Head Butt Pokémon,ROCK,,1.6,102.5,MOLD_BREAKER,NONE,SHEER_FORCE,495,97,165,60,65,50,58,45,70,173,ERRATIC,87.5,Rampardos,CRANIDOS,FALSE,409,,408
SHIELDON,SHIELDON,,4,FALSE,FALSE,FALSE,Shield Pokémon,ROCK,STEEL,0.5,57,STURDY,NONE,SOUNDPROOF,350,30,42,118,42,88,30,45,70,70,ERRATIC,87.5,Shieldon,SHIELDON,FALSE,410,3,410
BASTIODON,BASTIODON,,4,FALSE,FALSE,FALSE,Shield Pokémon,ROCK,STEEL,1.3,149.5,STURDY,NONE,SOUNDPROOF,495,60,52,168,47,138,30,45,70,173,ERRATIC,87.5,Bastiodon,SHIELDON,FALSE,411,,410
BURMY,BURMY,,4,FALSE,FALSE,FALSE,Bagworm Pokémon,BUG,,0.2,3.4,SHED_SKIN,NONE,OVERCOAT,224,40,29,45,29,45,36,120,70,45,MEDIUM_FAST,50,Burmy,BURMY,TRUE,412,2,412
BURMY (Plant Cloak),BURMY,Plant Cloak,,,,,,BUG,,0.2,3.4,SHED_SKIN,NONE,OVERCOAT,224,40,29,45,29,45,36,120,70,45,,,Burmy,BURMY,TRUE,412,2,412
BURMY (Sandy Cloak),BURMY,Sandy Cloak,,,,,,BUG,,0.2,3.4,SHED_SKIN,NONE,OVERCOAT,224,40,29,45,29,45,36,120,70,45,,,Burmy,BURMY,TRUE,412,2,412
BURMY (Trash Cloak),BURMY,Trash Cloak,,,,,,BUG,,0.2,3.4,SHED_SKIN,NONE,OVERCOAT,224,40,29,45,29,45,36,120,70,45,,,Burmy,BURMY,TRUE,412,2,412
WORMADAM,WORMADAM,,4,FALSE,FALSE,FALSE,Bagworm Pokémon,BUG,GRASS,0.5,6.5,ANTICIPATION,NONE,OVERCOAT,424,60,59,85,79,105,36,45,70,148,MEDIUM_FAST,0,Wormadam,BURMY,TRUE,413,,412
WORMADAM (Plant Cloak),WORMADAM,Plant Cloak,,,,,,BUG,GRASS,0.5,6.5,ANTICIPATION,NONE,OVERCOAT,424,60,59,85,79,105,36,45,70,148,,,Wormadam,BURMY,TRUE,413,,412
WORMADAM (Sandy Cloak),WORMADAM,Sandy Cloak,,,,,,BUG,GROUND,0.5,6.5,ANTICIPATION,NONE,OVERCOAT,424,60,79,105,59,85,36,45,70,148,,,Wormadam,BURMY,TRUE,413,,412
WORMADAM (Trash Cloak),WORMADAM,Trash Cloak,,,,,,BUG,STEEL,0.5,6.5,ANTICIPATION,NONE,OVERCOAT,424,60,69,95,69,95,36,45,70,148,,,Wormadam,BURMY,TRUE,413,,412
MOTHIM,MOTHIM,,4,FALSE,FALSE,FALSE,Moth Pokémon,BUG,FLYING,0.9,23.3,SWARM,NONE,TINTED_LENS,424,70,94,50,94,50,66,45,70,148,MEDIUM_FAST,100,Mothim,BURMY,TRUE,414,,412
COMBEE,COMBEE,,4,FALSE,FALSE,FALSE,Tiny Bee Pokémon,BUG,FLYING,0.3,5.5,HONEY_GATHER,NONE,HUSTLE,244,30,30,42,30,42,70,120,50,49,MEDIUM_SLOW,87.5,Combee,COMBEE,FALSE,415,2,415
VESPIQUEN,VESPIQUEN,,4,FALSE,FALSE,FALSE,Beehive Pokémon,BUG,FLYING,1.2,38.5,PRESSURE,NONE,UNNERVE,474,70,80,102,80,102,40,45,50,166,MEDIUM_SLOW,0,Vespiquen,COMBEE,FALSE,416,,415
PACHIRISU,PACHIRISU,,4,FALSE,FALSE,FALSE,EleSquirrel Pokémon,ELECTRIC,,0.4,3.9,RUN_AWAY,PICKUP,VOLT_ABSORB,405,60,45,70,45,90,95,200,100,142,MEDIUM_FAST,50,Pachirisu,PACHIRISU,TRUE,417,2,417
BUIZEL,BUIZEL,,4,FALSE,FALSE,FALSE,Sea Weasel Pokémon,WATER,,0.7,29.5,SWIFT_SWIM,NONE,WATER_VEIL,330,55,65,35,60,30,85,190,70,66,MEDIUM_FAST,50,Buizel,BUIZEL,TRUE,418,2,418
FLOATZEL,FLOATZEL,,4,FALSE,FALSE,FALSE,Sea Weasel Pokémon,WATER,,1.1,33.5,SWIFT_SWIM,NONE,WATER_VEIL,495,85,105,55,85,50,115,75,70,173,MEDIUM_FAST,50,Floatzel,BUIZEL,TRUE,419,,418
CHERUBI,CHERUBI,,4,FALSE,FALSE,FALSE,Cherry Pokémon,GRASS,,0.4,3.3,CHLOROPHYLL,NONE,NONE,275,45,35,45,62,53,35,190,50,55,MEDIUM_FAST,50,Cherubi,CHERUBI,TRUE,420,1,420
CHERRIM,CHERRIM,,4,FALSE,FALSE,FALSE,Blossom Pokémon,GRASS,,0.5,9.3,FLOWER_GIFT,NONE,NONE,450,70,60,70,87,78,85,75,50,158,MEDIUM_FAST,50,Cherrim,CHERUBI,TRUE,421,,420
CHERRIM (Overcast Form),CHERRIM,Overcast Form,,,,,,GRASS,,0.5,9.3,FLOWER_GIFT,NONE,NONE,450,70,60,70,87,78,85,75,50,158,,,Cherrim,CHERUBI,TRUE,421,,420
CHERRIM (Sunshine Form),CHERRIM,Sunshine Form,,,,,,GRASS,,0.5,9.3,FLOWER_GIFT,NONE,NONE,450,70,60,70,87,78,85,75,50,158,,,Cherrim,CHERUBI,TRUE,421,,420
SHELLOS,SHELLOS,,4,FALSE,FALSE,FALSE,Sea Slug Pokémon,WATER,,0.3,6.3,STICKY_HOLD,STORM_DRAIN,SAND_FORCE,325,76,48,48,57,62,34,190,50,65,MEDIUM_FAST,50,Shellos,SHELLOS,TRUE,422,3,422
SHELLOS (East Sea),SHELLOS,East Sea,,,,,,WATER,,0.3,6.3,STICKY_HOLD,STORM_DRAIN,SAND_FORCE,325,76,48,48,57,62,34,190,50,65,,,Shellos,SHELLOS,TRUE,422,3,422
